"","AAGE","F_ACLSWKR","F_EDUCATION","F_STATUSMARIT","F_AMJIND","F_AMJOCC","F_RACE","F_ORIGIN","F_ASEX","F_AWKSTAT","F_FILESTATUS","F_HHDFMX","F_HHDREL","MARSUPWT","CHILDS","F_CONBIRTHFATH","F_CONBIRTHMOTH","F_PENATVTY","F_PRCITSHP","WKSWORKYEAR","TARGET"
"4517",29,"State_government","High_school_graduate","Married-civilian_spouse_present","Education","Adm_support_including_clerical","Black","All_other","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1964.17,3,"United-States","United-States","United-States","Native-_Born_in_the_United_States",25,"-_50000."
"4518",21,"Private","Some_college_but_no_degree","Never_married","Retail_trade","Handlers_equip_cleaners_etc","White","Central_or_South_American","Male","Children_or_Armed_Forces","Single","Child_18+_never_marr_Not_in_a_subfamily","Child_18_or_older",2790.39,6,"El-Salvador","El-Salvador","El-Salvador","Foreign_born-_Not_a_citizen_of_U_S",36,"-_50000."
"4519",78,"Private","Masters_degree(MA_MS_MEng_MEd_MSW_MBA)","Widowed","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Not_in_labor_force","Single","Nonfamily_householder","Householder",3762.78,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4520",42,"Self-employed-incorporated","Some_college_but_no_degree","Married-civilian_spouse_present","Medical_except_hospital","Professional_specialty","Amer_Indian_Aleut_or_Eskimo","All_other","Male","Children_or_Armed_Forces","Joint_both_under_65","Householder","Householder",235.02,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",40,"-_50000."
"4521",33,"Private","High_school_graduate","Married-civilian_spouse_present","Entertainment","Professional_specialty","White","All_other","Female","Full-time_schedules","Joint_both_under_65","Householder","Householder",1268.62,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",13,"-_50000."
"4522",1,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",329.24,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4523",59,"Private","High_school_graduate","Divorced","Transportation","Technicians_and_related_support","White","All_other","Male","Children_or_Armed_Forces","Head_of_household","Householder","Householder",2722.08,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"50000+."
"4524",10,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","Mexican_(Mexicano)","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",2155.78,0,"Mexico","Mexico","Mexico","Foreign_born-_Not_a_citizen_of_U_S",0,"-_50000."
"4525",11,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1831.52,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4526",27,"Private","High_school_graduate","Never_married","Retail_trade","Other_service","White","All_other","Female","Children_or_Armed_Forces","Single","Nonfamily_householder","Householder",509.77,3,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4527",6,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1139.17,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4528",41,"State_government","Bachelors_degree(BA_AB_BS)","Married-civilian_spouse_present","Social_services","Professional_specialty","White","All_other","Female","Full-time_schedules","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1761.22,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4529",1,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",3203.38,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4530",16,"Private","1st_2nd_3rd_or_4th_grade","Never_married","Construction","Handlers_equip_cleaners_etc","White","Mexican_(Mexicano)","Male","PT_for_non-econ_reasons_usually_FT","Single","Secondary_individual","Nonrelative_of_householder",1713.28,2,"Mexico","Mexico","Mexico","Foreign_born-_Not_a_citizen_of_U_S",52,"-_50000."
"4531",63,"Private","7th_and_8th_grade","Divorced","Other_professional_services","Adm_support_including_clerical","White","Central_or_South_American","Female","Full-time_schedules","Head_of_household","Householder","Householder",722.22,4,"Columbia","Columbia","Columbia","Foreign_born-_U_S_citizen_by_naturalization",52,"-_50000."
"4532",4,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","Black","All_other","Male","Children_or_Armed_Forces","Nonfiler","Secondary_individual","Nonrelative_of_householder",2920.74,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4533",71,"Private","High_school_graduate","Widowed","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Not_in_labor_force","Single","Nonfamily_householder","Householder",1321.52,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4534",53,"Private","Some_college_but_no_degree","Widowed","Manufacturing-durable_goods","Professional_specialty","White","All_other","Male","Full-time_schedules","Head_of_household","Householder","Householder",1374.2,5,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4535",15,"Self-employed-not_incorporated","9th_grade","Never_married","Retail_trade","Sales","White","All_other","Male","Full-time_schedules","Single","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",2012.37,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4536",83,"Private","High_school_graduate","Divorced","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Nonfamily_householder","Householder",1971.87,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4537",48,"Private","Associates_degree-academic_program","Married-civilian_spouse_present","Finance_insurance_and_real_estate","Executive_admin_and_managerial","White","All_other","Male","Children_or_Armed_Forces","Joint_both_under_65","Householder","Householder",1035.34,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",50,"50000+."
"4538",39,"Private","High_school_graduate","Never_married","Manufacturing-durable_goods","Precision_production_craft_&_repair","White","All_other","Male","Children_or_Armed_Forces","Single","Nonfamily_householder","Householder",1841.12,3,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4539",11,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_under_18_of_RP_of_unrel_subfamily","Nonrelative_of_householder",1565,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4540",55,"Self-employed-not_incorporated","Some_college_but_no_degree","Married-civilian_spouse_present","Construction","Precision_production_craft_&_repair","White","All_other","Male","Children_or_Armed_Forces","Joint_both_under_65","Householder","Householder",322.89,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4541",60,"Private","5th_or_6th_grade","Widowed","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Not_in_labor_force","Single","Nonfamily_householder","Householder",1236.87,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4542",24,"Private","High_school_graduate","Never_married","Construction","Transportation_and_material_moving","White","All_other","Female","Children_or_Armed_Forces","Head_of_household","Householder","Householder",834.76,6,"United-States","Mexico","Mexico","Native-_Born_abroad_of_American_Parent(s)",26,"-_50000."
"4543",73,"Private","High_school_graduate","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Joint_both_65+","Spouse_of_householder","Spouse_of_householder",1374.91,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4544",52,"Private","Associates_degree-academic_program","Married-civilian_spouse_present","Medical_except_hospital","Technicians_and_related_support","White","All_other","Female","Full-time_schedules","Joint_both_under_65","Householder","Householder",1472.28,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4545",33,"Private","Some_college_but_no_degree","Divorced","Retail_trade","Sales","White","Other_Spanish","Female","Unemployed_part-_time","Nonfiler","Householder","Householder",644.22,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",4,"-_50000."
"4546",81,"Private","Some_college_but_no_degree","Widowed","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Not_in_labor_force","Single","Nonfamily_householder","Householder",1423.56,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4547",28,"Private","High_school_graduate","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","Mexican_(Mexicano)","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1072.07,0,"Mexico","Mexico","Mexico","Foreign_born-_Not_a_citizen_of_U_S",0,"-_50000."
"4548",30,"Private","12th_grade_no_diploma","Married-civilian_spouse_present","Construction","Precision_production_craft_&_repair","Other","Central_or_South_American","Male","Children_or_Armed_Forces","Joint_both_under_65","Householder","Householder",1326.13,1,"El-Salvador","El-Salvador","El-Salvador","Foreign_born-_Not_a_citizen_of_U_S",26,"-_50000."
"4549",69,"Private","7th_and_8th_grade","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Joint_both_65+","Householder","Householder",1217.14,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4550",19,"Private","High_school_graduate","Married-civilian_spouse_present","Manufacturing-durable_goods","Machine_operators_assmblrs_&_inspctrs","White","All_other","Female","Full-time_schedules","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",565.42,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4551",44,"Federal_government","Some_college_but_no_degree","Married-civilian_spouse_present","Public_administration","Professional_specialty","White","All_other","Male","Children_or_Armed_Forces","Joint_both_under_65","Householder","Householder",2522.06,3,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4552",15,"Private","9th_grade","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",2248.88,0,"France","France","France","Foreign_born-_Not_a_citizen_of_U_S",0,"-_50000."
"4553",23,"Private","Some_college_but_no_degree","Never_married","Social_services","Other_service","White","All_other","Female","Children_or_Armed_Forces","Single","Child_18+_never_marr_Not_in_a_subfamily","Child_18_or_older",2027.35,5,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4554",1,"Private","Children","Never_married","Not_in_universe_or_children","Professional_specialty","Asian_or_Pacific_Islander","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1247.39,0,"China","China","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4555",17,"Private","10th_grade","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Not_in_labor_force","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",2712.98,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4556",18,"Private","10th_grade","Never_married","Agriculture","Farming_forestry_and_fishing","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_18+_never_marr_Not_in_a_subfamily","Child_18_or_older",2459.91,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4557",39,"Federal_government","High_school_graduate","Married-civilian_spouse_present","Transportation","Adm_support_including_clerical","White","All_other","Female","PT_for_non-econ_reasons_usually_FT","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1040.89,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",49,"-_50000."
"4558",6,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1170.86,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4559",17,"Private","11th_grade","Never_married","Retail_trade","Other_service","White","Mexican_(Mexicano)","Male","Full-time_schedules","Single","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1601.56,6,"Mexico","Mexico","Mexico","Foreign_born-_Not_a_citizen_of_U_S",16,"-_50000."
"4560",67,"Private","Some_college_but_no_degree","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Not_in_labor_force","Joint_both_65+","Householder","Householder",970.04,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4561",16,"Private","11th_grade","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1749.06,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4562",16,"Private","10th_grade","Never_married","Retail_trade","Other_service","White","Other_Spanish","Male","Full-time_schedules","Single","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",445.25,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4563",31,"Private","High_school_graduate","Never_married","Manufacturing-nondurable_goods","Machine_operators_assmblrs_&_inspctrs","White","All_other","Male","Children_or_Armed_Forces","Single","Nonfamily_householder","Householder",2870.78,2,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4564",3,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","Mexican_(Mexicano)","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",4317,0,"Mexico","Mexico","Mexico","Foreign_born-_Not_a_citizen_of_U_S",0,"-_50000."
"4565",38,"Private","Some_college_but_no_degree","Divorced","Retail_trade","Precision_production_craft_&_repair","White","All_other","Male","Children_or_Armed_Forces","Head_of_household","Householder","Householder",769.93,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4566",81,"Private","5th_or_6th_grade","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Joint_both_65+","Spouse_of_householder","Spouse_of_householder",1182.37,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4567",7,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Grandchild_<18_never_marr_not_in_subfamily","Other_relative_of_householder",1166.05,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4568",64,"State_government","Some_college_but_no_degree","Married-civilian_spouse_present","Public_administration","Protective_services","White","All_other","Male","Full-time_schedules","Joint_both_under_65","Householder","Householder",872.94,6,"England","England","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4569",53,"Private","High_school_graduate","Married-civilian_spouse_present","Manufacturing-nondurable_goods","Handlers_equip_cleaners_etc","Black","All_other","Male","Full-time_schedules","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1274.3,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4570",4,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1729.05,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4571",66,"Private","7th_and_8th_grade","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Not_in_labor_force","Joint_both_65+","Householder","Householder",3714.65,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4572",47,"Private","Bachelors_degree(BA_AB_BS)","Married-civilian_spouse_present","Other_professional_services","Executive_admin_and_managerial","White","All_other","Male","Full-time_schedules","Joint_both_under_65","Householder","Householder",1688.6,4,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"50000+."
"4573",4,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","Black","NA","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",2999.84,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4574",65,"Private","Some_college_but_no_degree","Married-civilian_spouse_present","Wholesale_trade","Sales","Black","All_other","Male","Not_in_labor_force","Joint_one_under_65_&_one_65+","Householder","Householder",1543.69,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",28,"-_50000."
"4575",24,"Private","Bachelors_degree(BA_AB_BS)","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","Cuban","Female","Children_or_Armed_Forces","Nonfiler","Secondary_individual","Nonrelative_of_householder",1169.21,0,"Cuba","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4576",31,"Local_government","Some_college_but_no_degree","Married-civilian_spouse_present","Public_administration","Protective_services","White","All_other","Male","Full-time_schedules","Joint_both_under_65","Householder","Householder",2370.89,5,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4577",5,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1301.89,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4578",51,"Private","High_school_graduate","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Not_in_labor_force","Nonfiler","Child_18+_never_marr_Not_in_a_subfamily","Child_18_or_older",1734.52,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4579",38,"Private","High_school_graduate","Married-civilian_spouse_present","Finance_insurance_and_real_estate","Adm_support_including_clerical","White","All_other","Female","Full-time_schedules","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",857.72,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4580",17,"Private","11th_grade","Never_married","Retail_trade","Other_service","White","All_other","Male","Full-time_schedules","Single","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1668.62,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4581",12,"Private","Children","Never_married","Not_in_universe_or_children","Professional_specialty","Black","All_other","Male","Children_or_Armed_Forces","Nonfiler","Other_Rel_<18_never_marr_not_in_subfamily","Other_relative_of_householder",1933.45,0,"China","Jamaica","Jamaica","Foreign_born-_Not_a_citizen_of_U_S",0,"-_50000."
"4582",25,"Private","5th_or_6th_grade","Married-civilian_spouse_present","Retail_trade","Other_service","White","Mexican_(Mexicano)","Male","Children_or_Armed_Forces","Joint_both_under_65","Householder","Householder",3506.64,1,"Dominican-Republic","Mexico","Mexico","Foreign_born-_Not_a_citizen_of_U_S",52,"-_50000."
"4583",53,"Private","High_school_graduate","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1118.64,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4584",30,"State_government","Some_college_but_no_degree","Never_married","Public_administration","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Single","Nonfamily_householder","Householder",1956.72,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4585",74,"Private","10th_grade","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Not_in_labor_force","Single","Other_Rel_18+_never_marr_not_in_subfamily","Other_relative_of_householder",507.5,0,"Poland","Poland","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4586",21,"Private","Some_college_but_no_degree","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Not_in_labor_force","Nonfiler","Secondary_individual","Nonrelative_of_householder",795.66,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4587",77,"Private","High_school_graduate","Married-civilian_spouse_present","Other_professional_services","Professional_specialty","White","All_other","Male","Children_or_Armed_Forces","Joint_one_under_65_&_one_65+","Householder","Householder",1976.26,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4588",21,"Private","High_school_graduate","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Not_in_labor_force","Nonfiler","Secondary_individual","Nonrelative_of_householder",2207.76,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4589",31,"Private","Associates_degree-academic_program","Never_married","Medical_except_hospital","Other_service","White","All_other","Female","Full-time_schedules","Head_of_household","Householder","Householder",4087.05,4,"United-States","United-States","United-States","Native-_Born_in_the_United_States",20,"-_50000."
"4590",19,"Local_government","9th_grade","Never_married","Education","Adm_support_including_clerical","Black","All_other","Female","Unemployed_full-time","Nonfiler","Child_18+_never_marr_Not_in_a_subfamily","Child_18_or_older",1263.23,4,"Haiti","Haiti","Haiti","Foreign_born-_Not_a_citizen_of_U_S",4,"-_50000."
"4591",18,"Private","11th_grade","Never_married","Retail_trade","Other_service","White","All_other","Female","Full-time_schedules","Single","Child_18+_never_marr_Not_in_a_subfamily","Child_18_or_older",1873.26,3,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4592",7,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","Black","All_other","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",3254.19,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4593",10,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Grandchild_<18_never_marr_not_in_subfamily","Other_relative_of_householder",2446.02,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4594",27,"Private","High_school_graduate","Married-civilian_spouse_present","Utilities_and_sanitary_services","Machine_operators_assmblrs_&_inspctrs","White","All_other","Male","Not_in_labor_force","Joint_both_under_65","Householder","Householder",2566.44,4,"Germany","United-States","United-States","Native-_Born_in_the_United_States",24,"-_50000."
"4595",35,"Private","High_school_graduate","Married-civilian_spouse_present","Medical_except_hospital","Technicians_and_related_support","White","All_other","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",2766.21,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4596",67,"Self-employed-incorporated","Associates_degree-academic_program","Married-civilian_spouse_present","Other_professional_services","Executive_admin_and_managerial","White","All_other","Male","Full-time_schedules","Joint_one_under_65_&_one_65+","Householder","Householder",1392.96,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"50000+."
"4597",27,"Private","Bachelors_degree(BA_AB_BS)","Never_married","Entertainment","Professional_specialty","White","All_other","Male","Children_or_Armed_Forces","Single","Nonfamily_householder","Householder",1746.43,4,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4598",22,"Private","High_school_graduate","Never_married","Retail_trade","Other_service","White","Mexican_(Mexicano)","Male","Full-time_schedules","Head_of_household","Householder","Householder",1752.81,1,"Mexico","Mexico","Mexico","Foreign_born-_Not_a_citizen_of_U_S",52,"-_50000."
"4599",30,"Private","High_school_graduate","Married-civilian_spouse_present","Construction","Executive_admin_and_managerial","White","All_other","Male","Full-time_schedules","Joint_both_under_65","Householder","Householder",898.83,2,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"50000+."
"4600",38,"Private","High_school_graduate","Married-civilian_spouse_present","Manufacturing-durable_goods","Transportation_and_material_moving","White","All_other","Male","Children_or_Armed_Forces","Joint_both_under_65","Householder","Householder",2033.38,3,"United-States","United-States","United-States","Native-_Born_in_the_United_States",35,"-_50000."
"4601",19,"State_government","High_school_graduate","Never_married","Public_administration","Technicians_and_related_support","White","All_other","Male","Full-time_schedules","Single","Child_18+_never_marr_Not_in_a_subfamily","Child_18_or_older",3145.99,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4602",12,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1761.66,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4603",45,"Private","High_school_graduate","Married-civilian_spouse_present","Manufacturing-durable_goods","Machine_operators_assmblrs_&_inspctrs","Black","All_other","Male","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1361.35,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4604",17,"Private","11th_grade","Never_married","Social_services","Other_service","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1545.12,0,"Italy","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4605",39,"Private","Associates_degree-occup_/vocational","Married-civilian_spouse_present","Medical_except_hospital","Technicians_and_related_support","White","All_other","Female","Full-time_schedules","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",3099,2,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4606",49,"Self-employed-not_incorporated","7th_and_8th_grade","Married-civilian_spouse_present","Retail_trade","Sales","White","All_other","Male","Children_or_Armed_Forces","Joint_both_under_65","Householder","Householder",1112.72,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4607",11,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","Mexican-American","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1868.87,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4608",42,"Self-employed-not_incorporated","Associates_degree-academic_program","Married-civilian_spouse_present","Transportation","Transportation_and_material_moving","White","Mexican-American","Male","Children_or_Armed_Forces","Joint_both_under_65","Householder","Householder",2022.93,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4609",18,"Private","11th_grade","Never_married","Education","Other_service","White","All_other","Male","Children_or_Armed_Forces","Single","Child_18+_never_marr_Not_in_a_subfamily","Child_18_or_older",2076.82,4,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4610",20,"Private","Some_college_but_no_degree","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","Black","All_other","Female","Not_in_labor_force","Nonfiler","Child_18+_never_marr_Not_in_a_subfamily","Child_18_or_older",3165.25,0,"Jamaica","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4611",31,"Private","Bachelors_degree(BA_AB_BS)","Married-civilian_spouse_present","Other_professional_services","Professional_specialty","White","All_other","Female","Children_or_Armed_Forces","Joint_both_under_65","Householder","Householder",217.39,5,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4612",0,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","Black","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1300.69,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
